"sex","age","race","education","state","division","region","ideology","party.id","vote.2008","obama","romney","other","state.last.vote.share"
"male","18-29","white","some college","TN","ESC","S","conservative","democrat","did not vote in 2008",0,1,0,0.4237
"female","18-29","white","high school graduate","PA","MA","NE","moderate","democrat","democrat",1,0,0,0.5523
"female","30-44","white","some college","UT","M","W","moderate","republican","republican",0,1,0,0.3547
"male","18-29","hispanic","some college","CA","P","W","moderate","republican","democrat",3,1,0,0.6228
"male","45-64","white","some college","AK","P","W","moderate","independent/other","democrat",1,0,0,0.3894
"female","18-29","hispanic","high school graduate","FL","SA","S","conservative","republican","republican",0,1,0,0.5142
"male","18-29","white","high school graduate","NY","MA","NE","liberal","independent/other","other",0,0,1,0.6358
"male","18-29","white","college graduate","NM","M","W","liberal","independent/other","did not vote in 2008",1,0,0,0.5766
"male","18-29","hispanic","high school graduate","PA","MA","NE","moderate","democrat","did not vote in 2008",1,0,0,0.5523
"male","18-29","white","high school graduate","LA","WSC","S","liberal","independent/other","did not vote in 2008",0,0,1,0.4054
"male","30-44","black","college graduate","PA","MA","NE","conservative","independent/other","democrat",1,0,0,0.5523
"female","30-44","white","some college","NC","SA","S","moderate","democrat","republican",1,0,0,0.5017
"male","18-29","white","college graduate","FL","SA","S","moderate","republican","democrat",2,3,0,0.5142
"male","30-44","hispanic","high school graduate","CA","P","W","conservative","independent/other","did not vote in 2008",0,2,0,0.6228
"male","30-44","white","college graduate","TX","WSC","S","conservative","independent/other","other",0,2,1,0.4406
"male","30-44","other","college graduate","NV","M","W","moderate","independent/other","did not vote in 2008",1,0,0,0.5639
"female","18-29","white","high school graduate","TN","ESC","S","moderate","independent/other","did not vote in 2008",4,1,0,0.4237
"male","30-44","white","college graduate","NH","NE","NE","moderate","democrat","democrat",1,0,0,0.5487
"male","18-29","black","college graduate","NC","SA","S","moderate","independent/other","democrat",3,0,0,0.5017
"male","18-29","white","college graduate","RI","NE","NE","liberal","democrat","did not vote in 2008",1,0,0,0.642
"male","18-29","white","college graduate","MI","ENC","MW","conservative","republican","democrat",0,3,0,0.5837
"male","30-44","hispanic","high school graduate","LA","WSC","S","moderate","independent/other","did not vote in 2008",0,1,0,0.4054
"male","45-64","white","some college","CO","M","W","moderate","independent/other","other",1,1,0,0.5455
"male","30-44","black","college graduate","IL","ENC","MW","liberal","independent/other","democrat",1,0,0,0.6273
"male","45-64","white","college graduate","NE","WNC","MW","conservative","republican","republican",0,3,0,0.4239
"male","30-44","white","high school graduate","FL","SA","S","liberal","independent/other","democrat",2,0,0,0.5142
"male","18-29","white","less than high school","SC","SA","S","moderate","democrat","democrat",4,0,0,0.4546
"female","18-29","black","high school graduate","OH","ENC","MW","liberal","democrat","did not vote in 2008",1,0,0,0.5233
"male","30-44","white","less than high school","WA","P","W","moderate","independent/other","democrat",4,0,0,0.5875
"male","18-29","black","some college","MD","MA","S","moderate","independent/other","democrat",3,0,0,0.6293
"male","18-29","other","less than high school","OR","P","W","moderate","independent/other","did not vote in 2008",1,0,1,0.5841
"female","18-29","white","college graduate","OH","ENC","MW","moderate","republican","did not vote in 2008",0,1,0,0.5233
"male","30-44","black","college graduate","SC","SA","S","moderate","independent/other","democrat",2,0,0,0.4546
"female","18-29","white","some college","GA","SA","S","conservative","republican","did not vote in 2008",0,1,0,0.4737
"male","18-29","other","less than high school","CA","P","W","liberal","democrat","democrat",3,0,0,0.6228
"male","18-29","hispanic","high school graduate","FL","SA","S","liberal","republican","democrat",2,0,0,0.5142
"male","30-44","black","high school graduate","OH","ENC","MW","liberal","democrat","democrat",2,0,0,0.5233
"male","30-44","other","college graduate","CA","P","W","conservative","independent/other","democrat",0,1,0,0.6228
"male","18-29","other","some college","AZ","M","W","moderate","democrat","other",0,1,0,0.4569
"male","18-29","white","high school graduate","WV","SA","S","conservative","democrat","did not vote in 2008",2,1,0,0.4333
"male","30-44","black","less than high school","WA","P","W","conservative","independent/other","did not vote in 2008",1,0,0,0.5875
"male","30-44","white","college graduate","GA","SA","S","conservative","independent/other","democrat",3,0,0,0.4737
"female","18-29","hispanic","some college","CA","P","W","moderate","democrat","did not vote in 2008",1,0,0,0.6228
"male","18-29","other","college graduate","NJ","MA","NE","moderate","republican","democrat",0,1,0,0.5786
"male","30-44","white","less than high school","CO","M","W","moderate","independent/other","did not vote in 2008",1,2,1,0.5455
"male","18-29","white","some college","ID","M","W","moderate","democrat","did not vote in 2008",4,0,0,0.3698
"male","18-29","white","college graduate","OK","WSC","S","liberal","republican","democrat",1,0,0,0.3435
"male","18-29","other","college graduate","FL","SA","S","conservative","republican","democrat",0,1,0,0.5142
"male","18-29","white","high school graduate","CT","NE","NE","moderate","republican","republican",0,2,0,0.6132
"male","30-44","other","some college","WA","P","W","moderate","republican","democrat",0,1,0,0.5875
"male","18-29","other","some college","OR","P","W","conservative","democrat","did not vote in 2008",1,0,0,0.5841
"male","18-29","white","some college","KY","ESC","S","conservative","republican","democrat",0,1,0,0.4177
"male","18-29","white","college graduate","KS","WNC","MW","moderate","independent/other","other",2,0,0,0.4239
"male","45-64","white","high school graduate","OH","ENC","MW","moderate","democrat","democrat",4,0,0,0.5233
"male","30-44","hispanic","less than high school","IN","ENC","MW","moderate","democrat","democrat",1,0,0,0.5052
"male","18-29","black","high school graduate","CA","P","W","liberal","independent/other","did not vote in 2008",3,0,0,0.6228
"female","30-44","white","college graduate","IL","ENC","MW","moderate","independent/other","democrat",1,0,0,0.6273
"male","18-29","white","high school graduate","IL","ENC","MW","moderate","democrat","other",1,0,0,0.6273
"male","65+","white","some college","CA","P","W","liberal","democrat","democrat",1,0,0,0.6228
"female","18-29","white","some college","WI","ENC","MW","liberal","independent/other","democrat",2,0,0,0.5706
"male","30-44","hispanic","college graduate","FL","SA","S","moderate","republican","did not vote in 2008",1,0,0,0.5142
"male","45-64","white","some college","TN","ESC","S","liberal","democrat","democrat",3,0,0,0.4237
"female","30-44","white","college graduate","KS","WNC","MW","moderate","republican","other",3,0,0,0.4239
"male","18-29","other","less than high school","PA","MA","NE","moderate","republican","did not vote in 2008",0,1,0,0.5523
"male","30-44","white","some college","NE","WNC","MW","conservative","independent/other","other",0,0,1,0.4239
"male","30-44","hispanic","college graduate","TX","WSC","S","moderate","democrat","democrat",6,0,0,0.4406
"female","18-29","black","some college","CT","NE","NE","moderate","democrat","democrat",1,0,0,0.6132
"male","45-64","black","high school graduate","OH","ENC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.5233
"male","30-44","hispanic","high school graduate","TX","WSC","S","liberal","independent/other","democrat",1,0,0,0.4406
"male","30-44","white","some college","TN","ESC","S","liberal","independent/other","did not vote in 2008",1,0,0,0.4237
"female","18-29","white","high school graduate","ND","WNC","MW","moderate","independent/other","did not vote in 2008",1,0,0,0.4557
"male","30-44","white","some college","MO","WNC","MW","moderate","republican","democrat",2,0,0,0.4993
"male","45-64","white","college graduate","MI","ENC","MW","moderate","independent/other","republican",0,1,0,0.5837
"male","30-44","black","college graduate","VA","SA","S","liberal","independent/other","democrat",1,0,0,0.5318
"male","18-29","white","college graduate","AZ","M","W","moderate","independent/other","democrat",7,0,1,0.4569
"male","18-29","white","high school graduate","AZ","M","W","moderate","independent/other","democrat",2,2,0,0.4569
"male","18-29","hispanic","college graduate","VA","SA","S","moderate","independent/other","democrat",1,0,0,0.5318
"male","18-29","white","high school graduate","KS","WNC","MW","moderate","independent/other","democrat",3,0,1,0.4239
"male","18-29","hispanic","less than high school","MI","ENC","MW","conservative","republican","did not vote in 2008",0,3,0,0.5837
"male","18-29","other","less than high school","PA","MA","NE","liberal","democrat","democrat",3,1,0,0.5523
"male","18-29","other","high school graduate","MO","WNC","MW","moderate","independent/other","did not vote in 2008",2,0,1,0.4993
"male","45-64","white","high school graduate","CA","P","W","conservative","independent/other","did not vote in 2008",1,0,2,0.6228
"male","18-29","other","high school graduate","TX","WSC","S","liberal","republican","did not vote in 2008",1,0,0,0.4406
"male","18-29","white","some college","HI","P","W","moderate","independent/other","did not vote in 2008",0,1,0,0.7299
"male","30-44","white","college graduate","FL","SA","S","liberal","democrat","did not vote in 2008",2,0,0,0.5142
"male","18-29","hispanic","high school graduate","PA","MA","NE","liberal","independent/other","did not vote in 2008",1,0,0,0.5523
"male","18-29","other","college graduate","WA","P","W","moderate","democrat","democrat",2,1,0,0.5875
"male","18-29","hispanic","some college","UT","M","W","moderate","independent/other","did not vote in 2008",2,0,0,0.3547
"female","18-29","white","high school graduate","WA","P","W","moderate","republican","did not vote in 2008",0,1,0,0.5875
"female","45-64","black","less than high school","CA","P","W","moderate","independent/other","other",0,0,1,0.6228
"male","45-64","white","college graduate","SC","SA","S","moderate","democrat","democrat",1,0,0,0.4546
"male","18-29","hispanic","high school graduate","GA","SA","S","moderate","democrat","democrat",3,0,0,0.4737
"male","30-44","white","college graduate","ME","NE","NE","liberal","democrat","democrat",1,0,0,0.5883
"male","45-64","white","less than high school","NC","SA","S","conservative","independent/other","republican",0,1,0,0.5017
"male","45-64","white","college graduate","MI","ENC","MW","liberal","independent/other","democrat",1,0,0,0.5837
"male","65+","white","college graduate","NY","MA","NE","conservative","independent/other","democrat",1,0,0,0.6358
"male","18-29","other","less than high school","SD","WNC","MW","liberal","democrat","democrat",2,0,0,0.457
"female","45-64","white","college graduate","IA","WNC","MW","liberal","democrat","democrat",1,0,0,0.5485
"male","30-44","black","high school graduate","FL","SA","S","moderate","democrat","democrat",3,0,0,0.5142
"male","18-29","other","less than high school","TX","WSC","S","conservative","republican","democrat",0,2,0,0.4406
"female","18-29","black","less than high school","NY","MA","NE","liberal","democrat","democrat",2,0,0,0.6358
"male","45-64","white","some college","TN","ESC","S","moderate","democrat","did not vote in 2008",0,0,1,0.4237
